,benchmark,forks,jdkVersion,jmhVersion,jvm,jvmArgs,measurementBatchSize,measurementIterations,measurementTime,mode,params,threads,vmName,vmVersion,warmupBatchSize,warmupIterations,warmupTime,numentries,tablesizemax,tablesizesum,totalmemory
154,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'TROVE_O2O_HASH', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,51438.0,102876.0,1376880.0
155,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'TROVE_O2O_HASH', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,205760.0,411520.0,5976944.0
156,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'ECLIPSE_O2O_HASH', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,2048.0,2448.0,38968.0
157,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'ECLIPSE_O2O_HASH', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,16384.0,18532.0,267528.0
158,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'ECLIPSE_O2O_HASH', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,65536.0,80128.0,1335976.0
159,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'ECLIPSE_O2O_HASH', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,262144.0,331572.0,5891752.0
160,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'ECLIPSE_O2O_TREE', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,0.0,0.0,47760.0
161,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'ECLIPSE_O2O_TREE', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,0.0,0.0,315264.0
162,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'ECLIPSE_O2O_TREE', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,0.0,0.0,1635896.0
163,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'ECLIPSE_O2O_TREE', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,0.0,0.0,7304864.0
164,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'APACHE_O2O_HASH', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,1024.0,1024.0,47872.0
165,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'APACHE_O2O_HASH', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,8192.0,8192.0,322128.0
166,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'APACHE_O2O_HASH', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,32768.0,32768.0,1632864.0
167,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'APACHE_O2O_HASH', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,131072.0,131072.0,7234352.0
168,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'APACHE_O2O_LINKEDHASH', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,1024.0,1024.0,51920.0
169,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'APACHE_O2O_LINKEDHASH', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,8192.0,8192.0,348096.0
170,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'APACHE_O2O_LINKEDHASH', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,32768.0,32768.0,1767032.0
171,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'APACHE_O2O_LINKEDHASH', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,131072.0,131072.0,7829216.0
172,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'MAHOUT_O2O_HASH', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,1040.0,2080.0,37200.0
173,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'MAHOUT_O2O_HASH', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,12204.0,24408.0,295584.0
174,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'MAHOUT_O2O_HASH', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,43854.0,87708.0,1360064.0
175,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'MAHOUT_O2O_HASH', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,155028.0,310056.0,5726120.0
176,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JAVOLUTION_HASH', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,2048.0,2048.0,52048.0
177,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JAVOLUTION_HASH', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,16384.0,16384.0,354976.0
178,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JAVOLUTION_HASH', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,131072.0,131072.0,2026160.0
179,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JAVOLUTION_HASH', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,524288.0,524288.0,8807296.0
180,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JAVOLUTION_SORTED', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,256.0,772.0,43072.0
181,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JAVOLUTION_SORTED', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,256.0,3600.0,278488.0
182,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JAVOLUTION_SORTED', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,256.0,17280.0,1439560.0
183,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JAVOLUTION_SORTED', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,-1.0,-1.0,6428168.0
184,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'GOOGLE_O2O_ARRAY', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,1418.0,1418.0,33456.0
185,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'GOOGLE_O2O_ARRAY', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,7190.0,7190.0,214448.0
186,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'GOOGLE_O2O_ARRAY', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,36410.0,36410.0,1110960.0
187,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'GOOGLE_O2O_ARRAY', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,-1.0,-1.0,5068152.0
188,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'CORENLP_ARRAY', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,512.0,512.0,41816.0
189,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'CORENLP_ARRAY', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,4096.0,4096.0,279816.0
190,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'CORENLP_ARRAY', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,32768.0,32768.0,1498736.0
191,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Compute.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'CORENLP_ARRAY', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,-1.0,-1.0,6639528.0
192,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JDK_O2O_HASH', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,1024.0,1024.0,47864.0
193,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JDK_O2O_HASH', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,8192.0,8192.0,322120.0
194,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JDK_O2O_HASH', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,32768.0,32768.0,1632856.0
195,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JDK_O2O_HASH', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,131072.0,131072.0,7234536.0
196,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JDK_O2O_LINKEDHASH', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,1024.0,1024.0,51864.0
197,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JDK_O2O_LINKEDHASH', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,8192.0,8192.0,348040.0
198,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JDK_O2O_LINKEDHASH', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,32768.0,32768.0,1766976.0
199,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JDK_O2O_LINKEDHASH', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,131072.0,131072.0,7829288.0
200,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JDK_O2O_TREE', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,0.0,0.0,47744.0
201,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JDK_O2O_TREE', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,0.0,0.0,315248.0
202,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JDK_O2O_TREE', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,0.0,0.0,1635880.0
203,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JDK_O2O_TREE', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,0.0,0.0,7304848.0
204,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JDK_O2O_HASHTABLE', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,768.0,768.0,46840.0
205,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JDK_O2O_HASHTABLE', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,6144.0,6144.0,313928.0
206,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JDK_O2O_HASHTABLE', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,24576.0,24576.0,1600088.0
207,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'JDK_O2O_HASHTABLE', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,196608.0,196608.0,7496488.0
208,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'KOLOBOKE_O2O_HASH', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,2048.0,2048.0,36176.0
209,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'KOLOBOKE_O2O_HASH', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,16384.0,16384.0,251424.0
210,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'KOLOBOKE_O2O_HASH', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,65536.0,65536.0,1227664.0
211,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'KOLOBOKE_O2O_HASH', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,262144.0,262144.0,5379584.0
212,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'KOLOBOKE_O2I_HASH', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,1024.0,2048.0,35896.0
213,de.heidelberg.pvs.container_bench.benchmarks.wordcount.JDK8Merge.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'KOLOBOKE_O2I_HASH', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,8192.0,16384.0,250568.0
